code,aoi_name,ptype,monitoring_number,version_number,category,subcategory,unit,total,affected,total_raw,affected_raw,snapshot_date
EMSR865,Monterìa,DEL,2,1,Land use,Shrub and/or herbaceous vegetation association,ha,227375.1,22274.1,227375.1,22274.1,2026-08-21
EMSR865,Monterìa,DEL,2,1,Maximum of all extents**,None,ha,\N,50383.5,"""NA""",50383.5,2026-08-15
EMSR865,Monterìa,DEL,2,1,Maximum of all extents**,None,ha,\N,50383.5,"""NA""",50383.5,2026-08-16
EMSR865,Monterìa,DEL,2,1,Maximum of all extents**,None,ha,\N,50383.5,"""NA""",50383.5,2026-08-18
EMSR865,Monterìa,DEL,2,1,Maximum of all extents**,None,ha,\N,50383.5,"""NA""",50383.5,2026-08-21
EMSR865,Monterìa,DEL,2,1,Transportation,Airfield runways,km,7.1,0.5,7.1,0.5,2026-08-15
EMSR865,Monterìa,DEL,2,1,Transportation,Airfield runways,km,7.1,0.5,7.1,0.5,2026-08-16
EMSR865,Monterìa,DEL,2,1,Transportation,Airfield runways,km,7.1,0.5,7.1,0.5,2026-08-18
EMSR865,Monterìa,DEL,2,1,Transportation,Airfield runways,km,7.1,0.5,7.1,0.5,2026-08-21
EMSR865,Monterìa,DEL,2,1,Transportation,Cart Track,km,2719.0,117.0,2719.0,117.0,2026-08-15
EMSR865,Monterìa,DEL,2,1,Transportation,Cart Track,km,2719.0,117.0,2719.0,117.0,2026-08-16
EMSR865,Monterìa,DEL,2,1,Transportation,Cart Track,km,2719.0,117.0,2719.0,117.0,2026-08-18
EMSR865,Monterìa,DEL,2,1,Transportation,Cart Track,km,2719.0,117.0,2719.0,117.0,2026-08-21
EMSR865,Monterìa,DEL,2,1,Transportation,Highways,km,136.8,1.9,136.8,1.9,2026-08-15
EMSR865,Monterìa,DEL,2,1,Transportation,Highways,km,136.8,1.9,136.8,1.9,2026-08-16
EMSR865,Monterìa,DEL,2,1,Transportation,Highways,km,136.8,1.9,136.8,1.9,2026-08-18
EMSR865,Monterìa,DEL,2,1,Transportation,Highways,km,136.8,1.9,136.8,1.9,2026-08-21
EMSR865,Monterìa,DEL,2,1,Transportation,Local Road,km,2309.5,52.3,2309.5,52.3,2026-08-15
EMSR865,Monterìa,DEL,2,1,Transportation,Local Road,km,2309.5,52.3,2309.5,52.3,2026-08-16
EMSR865,Monterìa,DEL,2,1,Transportation,Local Road,km,2309.5,52.3,2309.5,52.3,2026-08-18
EMSR865,Monterìa,DEL,2,1,Transportation,Local Road,km,2309.5,52.3,2309.5,52.3,2026-08-21
EMSR865,Monterìa,DEL,2,1,Transportation,Primary Road,km,252.6,3.5,252.6,3.5,2026-08-15
EMSR865,Monterìa,DEL,2,1,Transportation,Primary Road,km,252.6,3.5,252.6,3.5,2026-08-16
EMSR865,Monterìa,DEL,2,1,Transportation,Primary Road,km,252.6,3.5,252.6,3.5,2026-08-18
EMSR865,Monterìa,DEL,2,1,Transportation,Primary Road,km,252.6,3.5,252.6,3.5,2026-08-21
EMSR865,Monterìa,DEL,2,1,Transportation,Secondary Road,km,151.1,0.9,151.1,0.9,2026-08-15
EMSR865,Monterìa,DEL,2,1,Transportation,Secondary Road,km,151.1,0.9,151.1,0.9,2026-08-16
EMSR865,Monterìa,DEL,2,1,Transportation,Secondary Road,km,151.1,0.9,151.1,0.9,2026-08-18
EMSR865,Monterìa,DEL,2,1,Transportation,Secondary Road,km,151.1,0.9,151.1,0.9,2026-08-21
EMSR916,Buenaventura,GRA,0,1,Built-up,Other non-residential buildings,,\N,10.0,"""NA""",10,2026-08-15
EMSR916,Buenaventura,GRA,0,1,Built-up,Other non-residential buildings,,\N,10.0,"""NA""",10,2026-08-16
EMSR916,Buenaventura,GRA,0,1,Built-up,Other non-residential buildings,,\N,10.0,"""NA""",10,2026-08-18
EMSR916,Buenaventura,GRA,0,1,Built-up,Other non-residential buildings,,\N,10.0,"""NA""",10,2026-08-21
EMSR916,Buenaventura,GRA,0,1,Built-up,Residential Buildings,,\N,246.0,"""NA""",246,2026-08-15
EMSR916,Buenaventura,GRA,0,1,Built-up,Residential Buildings,,\N,246.0,"""NA""",246,2026-08-16
EMSR916,Buenaventura,GRA,0,1,Built-up,Residential Buildings,,\N,246.0,"""NA""",246,2026-08-18
EMSR916,Buenaventura,GRA,0,1,Built-up,Residential Buildings,,\N,246.0,"""NA""",246,2026-08-21
EMSR916,Buenaventura,GRA,0,1,Estimated population,None,,320000.0,\N,320000,null,2026-08-15
EMSR916,Buenaventura,GRA,0,1,Estimated population,None,,320000.0,\N,320000,null,2026-08-16
EMSR916,Buenaventura,GRA,0,1,Estimated population,None,,320000.0,\N,320000,null,2026-08-18
EMSR916,Buenaventura,GRA,0,1,Estimated population,None,,320000.0,\N,320000,null,2026-08-21
EMSR916,Buenaventura,GRA,0,1,NA,None,,\N,\N,"""NA""",null,2026-08-15
EMSR916,Buenaventura,GRA,0,1,NA,None,,\N,\N,"""NA""",null,2026-08-16
EMSR916,Buenaventura,GRA,0,1,NA,None,,\N,\N,"""NA""",null,2026-08-18
EMSR916,Buenaventura,GRA,0,1,NA,None,,\N,\N,"""NA""",null,2026-08-21
EMSR916,Buenaventura,GRA,1,2,Built-up,Other non-residential buildings,,\N,11.0,"""NA""",11,2026-08-15
EMSR916,Buenaventura,GRA,1,2,Built-up,Other non-residential buildings,,\N,11.0,"""NA""",11,2026-08-16
EMSR916,Buenaventura,GRA,1,2,Built-up,Other non-residential buildings,,\N,11.0,"""NA""",11,2026-08-18
EMSR916,Buenaventura,GRA,1,2,Built-up,Other non-residential buildings,,\N,11.0,"""NA""",11,2026-08-21
EMSR916,Buenaventura,GRA,1,2,Built-up,Residential Buildings,,\N,322.0,"""NA""",322,2026-08-15
EMSR916,Buenaventura,GRA,1,2,Built-up,Residential Buildings,,\N,322.0,"""NA""",322,2026-08-16
EMSR916,Buenaventura,GRA,1,2,Built-up,Residential Buildings,,\N,322.0,"""NA""",322,2026-08-18
EMSR916,Buenaventura,GRA,1,2,Built-up,Residential Buildings,,\N,322.0,"""NA""",322,2026-08-21
EMSR916,Buenaventura,GRA,1,2,Built-up,"School, university and research buildings",,\N,2.0,"""NA""",2,2026-08-15
EMSR916,Buenaventura,GRA,1,2,Built-up,"School, university and research buildings",,\N,2.0,"""NA""",2,2026-08-16
EMSR916,Buenaventura,GRA,1,2,Built-up,"School, university and research buildings",,\N,2.0,"""NA""",2,2026-08-18
EMSR916,Buenaventura,GRA,1,2,Built-up,"School, university and research buildings",,\N,2.0,"""NA""",2,2026-08-21
EMSR916,Buenaventura,GRA,1,2,Estimated population,None,,320000.0,\N,320000,null,2026-08-15
EMSR916,Buenaventura,GRA,1,2,Estimated population,None,,320000.0,\N,320000,null,2026-08-16
EMSR916,Buenaventura,GRA,1,2,Estimated population,None,,320000.0,\N,320000,null,2026-08-18
EMSR916,Buenaventura,GRA,1,2,Estimated population,None,,320000.0,\N,320000,null,2026-08-21
EMSR916,Buenaventura,GRA,1,2,NA,None,,\N,\N,"""NA""",null,2026-08-15
EMSR916,Buenaventura,GRA,1,2,NA,None,,\N,\N,"""NA""",null,2026-08-16
EMSR916,Buenaventura,GRA,1,2,NA,None,,\N,\N,"""NA""",null,2026-08-18
EMSR916,Buenaventura,GRA,1,2,NA,None,,\N,\N,"""NA""",null,2026-08-21
EMSR916,Cali Center,GRA,0,1,Built-up,Residential Buildings,,\N,14.0,"""NA""",14,2026-08-15
EMSR916,Cali Center,GRA,0,1,Built-up,Residential Buildings,,\N,14.0,"""NA""",14,2026-08-16
EMSR916,Cali Center,GRA,0,1,Built-up,Residential Buildings,,\N,14.0,"""NA""",14,2026-08-18
EMSR916,Cali Center,GRA,0,1,Built-up,Residential Buildings,,\N,14.0,"""NA""",14,2026-08-21
EMSR916,Cali Center,GRA,0,1,Estimated population,None,,94000.0,\N,94000,null,2026-08-15
EMSR916,Cali Center,GRA,0,1,Estimated population,None,,94000.0,\N,94000,null,2026-08-16
EMSR916,Cali Center,GRA,0,1,Estimated population,None,,94000.0,\N,94000,null,2026-08-18
EMSR916,Cali Center,GRA,0,1,Estimated population,None,,94000.0,\N,94000,null,2026-08-21
EMSR916,Cali Center,GRA,0,1,NA,None,,\N,\N,"""NA""",null,2026-08-15
EMSR916,Cali Center,GRA,0,1,NA,None,,\N,\N,"""NA""",null,2026-08-16
EMSR916,Cali Center,GRA,0,1,NA,None,,\N,\N,"""NA""",null,2026-08-18
EMSR916,Cali Center,GRA,0,1,NA,None,,\N,\N,"""NA""",null,2026-08-21
EMSR916,Istmina,GRA,0,1,Built-up,Residential Buildings,,4883.0,10.0,4883,10,2026-08-15
EMSR916,Istmina,GRA,0,1,Built-up,Residential Buildings,,4883.0,10.0,4883,10,2026-08-16
EMSR916,Istmina,GRA,0,1,Built-up,Residential Buildings,,4883.0,10.0,4883,10,2026-08-18
EMSR916,Istmina,GRA,0,1,Built-up,Residential Buildings,,4883.0,10.0,4883,10,2026-08-21
EMSR916,Istmina,GRA,0,1,Estimated population,None,,23000.0,\N,23000,null,2026-08-15
EMSR916,Istmina,GRA,0,1,Estimated population,None,,23000.0,\N,23000,null,2026-08-16
EMSR916,Istmina,GRA,0,1,Estimated population,None,,23000.0,\N,23000,null,2026-08-18
EMSR916,Istmina,GRA,0,1,Estimated population,None,,23000.0,\N,23000,null,2026-08-21
EMSR916,Istmina,GRA,0,1,NA,None,,\N,\N,"""NA""",null,2026-08-15
EMSR916,Istmina,GRA,0,1,NA,None,,\N,\N,"""NA""",null,2026-08-16
EMSR916,Istmina,GRA,0,1,NA,None,,\N,\N,"""NA""",null,2026-08-18
EMSR916,Istmina,GRA,0,1,NA,None,,\N,\N,"""NA""",null,2026-08-21
EMSR916,Northern Cali,GRA,0,2,Built-up,Residential Buildings,,11788.0,7.0,11788,7,2026-08-15
EMSR916,Northern Cali,GRA,0,2,Built-up,Residential Buildings,,11788.0,7.0,11788,7,2026-08-16
EMSR916,Northern Cali,GRA,0,2,Built-up,Residential Buildings,,11788.0,7.0,11788,7,2026-08-18
EMSR916,Northern Cali,GRA,0,2,Built-up,Residential Buildings,,11788.0,7.0,11788,7,2026-08-21
EMSR916,Northern Cali,GRA,0,2,Estimated population,None,,340000.0,\N,340000,null,2026-08-15
EMSR916,Northern Cali,GRA,0,2,Estimated population,None,,340000.0,\N,340000,null,2026-08-16
EMSR916,Northern Cali,GRA,0,2,Estimated population,None,,340000.0,\N,340000,null,2026-08-18
EMSR916,Northern Cali,GRA,0,2,Estimated population,None,,340000.0,\N,340000,null,2026-08-21
EMSR916,Northern Cali,GRA,0,2,NA,None,,\N,\N,"""NA""",null,2026-08-15
EMSR916,Northern Cali,GRA,0,2,NA,None,,\N,\N,"""NA""",null,2026-08-16
EMSR916,Northern Cali,GRA,0,2,NA,None,,\N,\N,"""NA""",null,2026-08-18
EMSR916,Northern Cali,GRA,0,2,NA,None,,\N,\N,"""NA""",null,2026-08-21
EMSR916,Pereira,GRA,0,1,Blocked road / interruption,None,,\N,11.0,"""NA""",11,2026-08-15
EMSR916,Pereira,GRA,0,1,Blocked road / interruption,None,,\N,11.0,"""NA""",11,2026-08-16
EMSR916,Pereira,GRA,0,1,Blocked road / interruption,None,,\N,11.0,"""NA""",11,2026-08-18
EMSR916,Pereira,GRA,0,1,Blocked road / interruption,None,,\N,11.0,"""NA""",11,2026-08-21
EMSR916,Pereira,GRA,0,1,Built-up,Residential Buildings,,\N,182.0,"""NA""",182,2026-08-15
EMSR916,Pereira,GRA,0,1,Built-up,Residential Buildings,,\N,182.0,"""NA""",182,2026-08-16
EMSR916,Pereira,GRA,0,1,Built-up,Residential Buildings,,\N,182.0,"""NA""",182,2026-08-18
EMSR916,Pereira,GRA,0,1,Built-up,Residential Buildings,,\N,182.0,"""NA""",182,2026-08-21
EMSR916,Pereira,GRA,0,1,Estimated population,None,,190000.0,\N,190000,null,2026-08-15
EMSR916,Pereira,GRA,0,1,Estimated population,None,,190000.0,\N,190000,null,2026-08-16
EMSR916,Pereira,GRA,0,1,Estimated population,None,,190000.0,\N,190000,null,2026-08-18
EMSR916,Pereira,GRA,0,1,Estimated population,None,,190000.0,\N,190000,null,2026-08-21
EMSR916,Pereira,GRA,0,1,Transportation,Local Road,km,185.7,0.6,185.7,0.6,2026-08-15
EMSR916,Pereira,GRA,0,1,Transportation,Local Road,km,185.7,0.6,185.7,0.6,2026-08-16
EMSR916,Pereira,GRA,0,1,Transportation,Local Road,km,185.7,0.6,185.7,0.6,2026-08-18
EMSR916,Pereira,GRA,0,1,Transportation,Local Road,km,185.7,0.6,185.7,0.6,2026-08-21
EMSR916,Pereira,GRA,0,1,Transportation,Secondary Road,km,41.4,0.2,41.4,0.2,2026-08-15
EMSR916,Pereira,GRA,0,1,Transportation,Secondary Road,km,41.4,0.2,41.4,0.2,2026-08-16
EMSR916,Pereira,GRA,0,1,Transportation,Secondary Road,km,41.4,0.2,41.4,0.2,2026-08-18
EMSR916,Pereira,GRA,0,1,Transportation,Secondary Road,km,41.4,0.2,41.4,0.2,2026-08-21
EMSR916,Quibdo Centre,GRA,0,1,Blocked road / interruption,None,,\N,2.0,"""NA""",2,2026-08-15
EMSR916,Quibdo Centre,GRA,0,1,Blocked road / interruption,None,,\N,2.0,"""NA""",2,2026-08-16
EMSR916,Quibdo Centre,GRA,0,1,Blocked road / interruption,None,,\N,2.0,"""NA""",2,2026-08-18
EMSR916,Quibdo Centre,GRA,0,1,Blocked road / interruption,None,,\N,2.0,"""NA""",2,2026-08-21
EMSR916,Quibdo Centre,GRA,0,1,Built-up,Residential Buildings,,8817.0,74.0,8817,74,2026-08-15
EMSR916,Quibdo Centre,GRA,0,1,Built-up,Residential Buildings,,8817.0,74.0,8817,74,2026-08-16
EMSR916,Quibdo Centre,GRA,0,1,Built-up,Residential Buildings,,8817.0,74.0,8817,74,2026-08-18
EMSR916,Quibdo Centre,GRA,0,1,Built-up,Residential Buildings,,8817.0,74.0,8817,74,2026-08-21
EMSR916,Quibdo Centre,GRA,0,1,Estimated population,None,,73000.0,\N,73000,null,2026-08-15
EMSR916,Quibdo Centre,GRA,0,1,Estimated population,None,,73000.0,\N,73000,null,2026-08-16
EMSR916,Quibdo Centre,GRA,0,1,Estimated population,None,,73000.0,\N,73000,null,2026-08-18
EMSR916,Quibdo Centre,GRA,0,1,Estimated population,None,,73000.0,\N,73000,null,2026-08-21
