paquete_sha,capa,idx,productos,municipio,departamento,departamento_origen,sensor,sensor_date,dano,dano_agrupado,confianza,validacion_campo,event_code,notas,lat,lon,first_seen,snapshot_date
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,0,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2495694390000835,-75.77879185799992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,1,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.249641172000054,-75.77875344199992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,2,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.248857616000066,-75.7791815249999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,3,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.248901654000065,-75.77924208699994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,4,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.249450732000071,-75.77891272699992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,5,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2490507650000495,-75.77906074899994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,6,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.248758732000056,-75.78066483299995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,7,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.248204400000077,-75.78078515899995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,8,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.248185427000067,-75.78052385299992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,9,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.248290142000087,-75.78056798799992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,10,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.248205640000037,-75.77979228599992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,11,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.248376715000063,-75.77968523399994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,12,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2485129700000925,-75.7809670659999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,13,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.247277387000054,-75.78128181799991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,14,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.246837935000087,-75.77993085399993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,15,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.247705776000089,-75.77833324699992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,16,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.242971229000091,-75.78100069599992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,17,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.243051285000092,-75.78092103599994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,18,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.246938489000058,-75.77898137699992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,19,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.247382560000062,-75.7809601589999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,20,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.248105499000076,-75.78238122599993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,21,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.246130348000065,-75.7792251539999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,22,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.24621139900006,-75.78102680099994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,23,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2468142850000845,-75.77908848599992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,24,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.245809479000059,-75.78053124099995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,25,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2461130730000605,-75.77981275399992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,26,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.244148623000058,-75.78312266199993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,27,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.243861680000066,-75.78328457399994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,28,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.24401062600009,-75.78323525299993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,29,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.242394095000066,-75.7824202839999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,30,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.24234711400004,-75.7825082359999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,31,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.240466220000087,-75.78155663199993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,32,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2404109650000805,-75.7816473229999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,33,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.240532573000053,-75.78141094799992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,34,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.247756644000049,-75.7796412969999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,35,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.247939761000055,-75.77987600199992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,36,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.247485850000089,-75.77818000799994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,37,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2477327380000816,-75.77840753999993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,38,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.246728583000049,-75.77915323799994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,39,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.246670407000067,-75.77916766999994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,40,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.247243266000055,-75.77838759499991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,41,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.246454958000072,-75.77899093999991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,42,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.246308690000092,-75.77969041299991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,43,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.246403239000074,-75.77965668899992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,44,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.247511940000038,-75.78154582099995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,45,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.247460925000041,-75.78164728299993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,46,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.247446307000075,-75.78171011499995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,47,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.245028147000085,-75.78127350499994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,48,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.243086706000042,-75.78087949199994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,49,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2434917960000575,-75.78055366299992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,50,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.241654305000054,-75.78217835599992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,51,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.241934585000081,-75.7828313679999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,52,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.242019456000094,-75.78278554499991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,53,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.242080098000088,-75.78273727499993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,54,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2407142180000506,-75.78340349599995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,55,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.240619766000066,-75.78335986699994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,56,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.243350135000071,-75.78531310499994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,57,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2432000910000625,-75.78515579499992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,58,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.243090963000043,-75.78522092499992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,59,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.243006083000068,-75.78527399899991,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,60,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.240471009000089,-75.7855584859999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,61,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2408435000000395,-75.78381323199994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,62,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.240219881000087,-75.78448687199995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,63,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2402198090000525,-75.78321433399992,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,64,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.23962759200009,-75.78360609799995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,65,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.238994327000057,-75.7829106499999,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,66,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.238652444000081,-75.78040760499994,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,67,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.2386769470000445,-75.78019008199993,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,68,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Possible Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.238860722000084,-75.78050455399995,2026-08-21T09:23:47Z,2026-09-01
aaec8a6ebbf2c05b9fe017f43705b199637f6389fbe6366f37710a2851deff0d,PHR_20260812_BuildingDamageAsessment_Anserma,69,"4250,4251,4252,4253,4254,4255",Anserma,Caldas,catalogo,Pleiades,20260812,Damage,Damaged Buildings,To Be Evaluated,Not yet field validated,EQ20260810COL,\N,5.236429046000069,-75.78228002999992,2026-08-21T09:23:47Z,2026-09-01
